Month	Date	Status	Title	Platform(s)	Genre(s)	Publisher(s)
Aug	01/08/1998		Gex: Enter the Gecko	N64	Platform	
Aug	01/08/1998		Pokémon Stadium	N64	Role-playing	
Aug	06/08/1998		Resident Evil: Director's Cut – Dual Shock Version	PS1	Survival horror	
Aug	06/08/1998		Wachenröder	Sat	Tactical role-playing	
Aug	11/08/1998		WWF War Zone	N64	Sports (professional wrestling)	
Aug	21/08/1998		Tom Clancy's Rainbow Six	Win	Tactical shooter	
Aug	27/08/1998		Black/Matrix	Sat	Tactical role-playing	
Sep	03/09/1998		Metal Gear Solid	PS1	Action-adventure, stealth	
Sep	09/09/1998		NASCAR 99	N64	Racing	
Sep	09/09/1998		NFL Blitz	N64	Sports (football)	
Sep	10/09/1998		NFL Blitz	PS1	Sports (football)	
Sep	10/09/1998		Spyro the Dragon	PS1	Platform	
Sep	12/09/1998		Pokémon Yellow	GB	Role-playing	
Sep	17/09/1998		Suikoden	Sat	Role-playing	
Sep	23/09/1998		Digital Monster Version S: Digimon Tamers	Sat	Virtual pet	
Sep	23/09/1998		Madden NFL 99	N64	Sports (football)	
Sep	23/09/1998		Shining Force III Scenario 3 – Bulzome Rising	Sat	Tactical role-playing	
Sep	25/09/1998		Dragon Warrior Monsters	GBC	Role-playing	
Sep	26/09/1998		Dance Dance Revolution	Arcade	Music	
Sep	30/09/1998		Body Harvest	N64	Action-adventure	
Sep	30/09/1998		Caesar III	Win	City-building	
Sep	30/09/1998		Delta Force	Win	Tactical shooter	
Sep	30/09/1998		Gex: Enter the Gecko	Win	Platform	
Sep	30/09/1998		NHL 99	PS1, Win	Sports (ice hockey)	
Sep	30/09/1998		Rogue Trip: Vacation 2012	PS1	Vehicular combat	
Sep	30/09/1998		Shogo: Mobile Armor Division	Win	First-person shooter	
Oct	01/10/1998		MediEvil	PS1	Action-adventure	
Oct	01/10/1998		NHL 99	N64	Sports (ice hockey)	
Oct	02/10/1998		NFL Blitz	Win	Sports (football)	
Oct	12/10/1998		Need for Speed III: Hot Pursuit	Win	Racing	
Oct	21/10/1998		Turok 2: Seeds of Evil	N64	First-person shooter	
Oct	21/10/1998		Tetris DX	GBC	Puzzle	
Oct	21/10/1998		Wario Land II	GBC	Platform	
Oct	22/10/1998		Marvel Super Heroes vs. Street Fighter	Sat	Fighting	
Oct	28/10/1998		Grim Fandango	Win	Adventure	
Oct	29/10/1998		Fallout 2	Win	Role-playing	
Oct	31/10/1998		Age of Empires: The Rise of Rome	Win	Real-time strategy	
Oct	31/10/1998		Apocalypse	PS1	Third-person shooter	
Oct	31/10/1998		Centipede	Win	Shoot 'em up	
Oct	31/10/1998		Crash Bandicoot: Warped	PS1	Platform	
Oct	31/10/1998		FIFA 99	Win	Sports (soccer)	
Oct	31/10/1998		Glover	N64, Win	Platform	
Oct	31/10/1998		Heretic II	Win	Action-adventure	
Oct	31/10/1998		NBA Live 99	PS1, Win	Sports (basketball)	
Oct	31/10/1998		Oddworld: Abe's Exoddus	PS1, Win	Platform	
Oct	31/10/1998		Railroad Tycoon II	Win	Business simulation	
Nov	01/11/1998		Red Comrades Save the Galaxy	Win	Adventure	
Nov	04/11/1998		NBA Live 99	N64	Sports (basketball)	
Nov	09/11/1998		SiN	Win	First-person shooter	
Nov	10/11/1998		Rush 2: Extreme Racing USA	N64	Racing	
Nov	11/11/1998		Sonic R	Win	Racing	
Nov	19/11/1998		Half-Life	Win	First-person shooter	
Nov	20/11/1998		The Settlers III	Win	Real-time strategy, city-building	
Nov	20/11/1998		Tomb Raider III	PS1, Win	Action-adventure	
Nov	21/11/1998		The Legend of Zelda: Ocarina of Time	N64	Action-adventure	
Nov	25/11/1998		Blood II: The Chosen	Win	First-person shooter	
Nov	27/11/1998		Puyo Puyo Sun	GBC	Puzzle	
Dec	01/12/1998		Gex: Enter the Gecko	GBC	Platform	
Dec	01/12/1998		Thief: The Dark Project	Win	Stealth	
Dec	03/12/1998		Star Wars: Rogue Squadron	Win	Action	
Dec	04/12/1998		Magic and Mayhem	Win	Real-time strategy	
Dec	07/12/1998		Star Wars: Rogue Squadron	N64	Action	
Dec	12/12/1998		Falcon 4.0	Win	Combat flight simulator	
Dec	12/12/1998		Hey You, Pikachu!	N64	Virtual pet	
Dec	12/12/1998		The Legend of Zelda: Link's Awakening DX	GBC	Action-adventure	
Dec	17/12/1998		Suikoden II	PS1	Role-playing	
Dec	18/12/1998		Mario Party	N64	Party	
Dec	18/12/1998		Pokémon Trading Card Game	GBC	Digital collectible card game	
Dec	18/12/1998		StarCraft: Brood War	Win	Real-time strategy	
Dec	21/12/1998		Baldur's Gate	Win	Role-playing	
Dec	21/12/1998		South Park	N64	First-person shooter	
Dec	23/12/1998		Chocobo's Mystery Dungeon 2	PS1	Roguelike	
Dec	23/12/1998		Sonic Adventure	DC	Platform	
Dec	23/12/1998		Starsiege: Tribes	Win	First-person shooter	
Dec	28/12/1998		Myth II: Soulblighter	Win	Real-time tactics	
Dec	31/12/1998		Akuji the Heartless	PS1	Action-adventure	
1999	01/01/1999			, , , , 		
Jan	15/01/1999		WCW/nWo Thunder	PS1, 		
Jan	21/01/1999		Super Smash Bros.	N64, 		
Jan	31/01/1999		Guardian's Crusade	PS1, 		
Jan	31/01/1999		Marvel Super Heroes vs. Street Fighter	PS1, 		
Jan	31/01/1999		Silent Hill	PS1, 		
Jan	31/01/1999		SimCity 3000	Win, 		
Feb	01/02/1999		WCW Nitro	N64, 		
Feb	08/02/1999		Mario Party	N64, 		
Feb	11/02/1999		Final Fantasy VIII	Win, PS1, 		
Feb	12/02/1999		Sid Meier's Alpha Centauri	Win, 		
Feb	24/02/1999		Street Sk8er	PS1, 		
Feb	28/02/1999		Army Men 3D	PlayStation, 		
Feb	28/02/1999		Beetle Adventure Racing	N64, 		
Feb	28/02/1999		MLB 2000	PS1, 		
Feb	28/02/1999		Star Wars: X-Wing Alliance	Win, 		
Mar	01/03/1999		Need for Speed: High Stakes	Win, PS1, 		
Mar	01/03/1999		Gex 3: Deep Cover Gecko	PS1, N64, GBC, 		
Mar	03/03/1999		Heroes of Might and Magic III	Win, 		
Mar	04/03/1999		Pepsiman	PS1, 		
Mar	15/03/1999		The King of Fighters '98	PS1, Arc		
Mar	16/03/1999		EverQuest	Win, 		
Mar	17/03/1999		Legend of Legaia	PS1, 		
Mar	18/03/1999		UmJammer Lammy	PlayStation, 		
Mar	19/03/1999		King of Fighters R-2	NGP, 		
Mar	21/03/1999		Pokémon Snap	N64, 		
Mar	22/03/1999		RollerCoaster Tycoon	Win, Xbox (2003), 		
Apr	07/04/1999		Team Fortress Classic	Win, 		
Apr	10/04/1999		Warzone 2100	Win, 		
Apr	20/04/1999		Yogi The Easter Bear: The Video Game	Win, GBC, 		
Apr	30/04/1999		Ehrgeiz: God Bless the Ring	PS1, Arc		
Apr	30/04/1999		Aliens versus Predator	Win, 		
Apr	30/04/1999		Baldur's Gate: Tales of the Sword Coast	Win, 		
Apr	30/04/1999		Pokémon Stadium 2 (Pokémon Stadium in North America)	N64, 		
Apr	30/04/1999		Super Mario Bros. Deluxe	GBC, 		
May	01/05/1999		Midtown Madness	Win, 		
May	12/05/1999		Street Fighter III: 3rd Strike	DC (2000); PS2, Xbox (2004), Arc		
May	28/05/1999		Lunar: Silver Star Story Complete	PS1, 		
May	31/05/1999		Ape Escape	PS1, 		
Jun	08/06/1999		Might and Magic VII: For Blood and Honor	Win, 		
Jun	17/06/1999		Descent 3	Win, 		
Jun	18/06/1999		Heavy Gear II	Win, 		
Jun	19/06/1999		Counter-Strike (video game)	Win, 		
Jun	24/06/1999		Persona 2: Innocent Sin	PS1, 		
Jun	28/06/1999		Pokémon Pinball	GBC, 		
Jun	30/06/1999		Croc 2	PS1, 		
Jun	30/06/1999		Driver	Win, PS1, 		
Jul	01/07/1999		Attack of the Saucerman	Win, PS1, 		
Jul	07/07/1999		Dungeon Keeper 2	Win, 		
Jul	14/07/1999		Ogre Battle 64: Person of Lordly Caliber (Japan)	N64, 		
Jul	23/07/1999		Jagged Alliance 2	Win, 		
Jul	26/07/1999		Mario Golf	N64, GBC, 		
Jul	27/07/1999		NCAA Football 2000	PS1, 		
Jul	31/07/1999		Biomotor Unitron	NGP, 		
Jul	31/07/1999		The New Tetris	N64, 		
Jul	31/07/1999		Outcast	Win, 		
Jul	31/07/1999		Seven Kingdoms II	Win, 		
Aug	11/08/1999		System Shock 2	Win, 		
Aug	12/08/1999		Syphon Filter	PS1, 		
Aug	16/08/1999		Legacy of Kain: Soul Reaver	Win, PS1, DC (2000), 		
Aug	27/08/1999		Command & Conquer: Tiberian Sun	Win, 		
Aug	31/08/1999		All Star Tennis '99	N64, PS1, 		
Aug	31/08/1999		Gauntlet Legends	N64, 		
Aug	31/08/1999		Jet Moto 3	PS1, 		
Aug	31/08/1999		Madden NFL 2000	Win, PS1, N64, 		
Aug	31/08/1999		Tom Clancy's Rainbow Six: Rogue Spear	Win, PS1 (2001), DC (2000), GBA (2002), 		
Aug	31/08/1999		Tony Hawk's Pro Skater	PS1, N64 (2000), DC (2000), 		
Sep	01/09/1999		Tiny Tank: Up Your Arsenal	PS1, 		
Sep	09/09/1999		Sonic Adventure	Win (2004), DC; GC (2003), 		
Sep	09/09/1999		Soulcalibur	DC, Arc		
Sep	17/09/1999		Flight Unlimited III	Win, 		
Sep	22/09/1999		Resident Evil 3: Nemesis	Win (2000), PS1, DC (2000); GC (2003), 		
Sep	28/09/1999		Homeworld	Win, 		
Sep	30/09/1999		Age of Empires II: The Age of Kings	Win, 		
Sep	30/09/1999		Crash Team Racing	PS1, 		
Sep	30/09/1999		Final Fantasy VI	Win (2015), PS1, 		
Sep	30/09/1999		Freespace 2	Win, 		
Sep	30/09/1999		Pac-Man World	PS1, GBA (2004), 		
Oct	04/10/1999		Disciples: Sacred Lands	Win, 		
Oct	11/10/1999		Jet Force Gemini	N64, 		
Oct	14/10/1999		Sonic Adventure	DC (PAL & Europe), 		
Oct	16/10/1999		Dead or Alive 2	DC, PS2 (2000), Arc		
Oct	19/10/1999		Pokémon Yellow: Special Pikachu Edition (North America)	GB; GBC, 		
Oct	22/10/1999		Grand Theft Auto 2	Win, PS1, DC (2000), GBC (2000), 		
Oct	29/10/1999		Rayman 2: The Great Escape	Win, PS1 (2000); N64, DC, PS2 (2000), 		
Oct	31/10/1999		Nocturne	Win, 		
Oct	31/10/1999		Pharaoh	Win, 		
Oct	31/10/1999		Ballistic	PS1, GBC, iOS (2008), Arc (1998)		
Oct	31/10/1999		Septerra Core	Win, 		
Oct	31/10/1999		South Park: Chef's Luv Shack	Win, N64, PS1, DC, 		
Nov	02/11/1999		Spyro 2: Ripto's Rage!	PS1, 		
Nov	02/11/1999		Asheron's Call	Win, 		
Nov	10/11/1999		Half-Life: Opposing Force	Win, 		
Nov	10/11/1999		Rippin' Riders Snowboarding	DC, 		
Nov	11/11/1999		Medal of Honor	PS1, 		
Nov	11/11/1999		Age of Wonders	Win, 		
Nov	16/11/1999		Tomorrow Never Dies	PS1, 		
Nov	18/11/1999		Chrono Cross (Japan)	PS1, 		
Nov	19/11/1999		Gabriel Knight 3: Blood of the Sacred, Blood of the Damned	Win, 		
Nov	19/11/1999		The Longest Journey	Win, 		
Nov	21/11/1999		Pokémon Gold and Silver (Japan)	GBC, 		
Nov	22/11/1999		Tomb Raider: The Last Revelation	Win, PS1, DC (2000), 		
Nov	22/11/1999		Unreal Tournament	Win, DC (2001), PS2 (2000), 		
Nov	23/11/1999		Dark Arms: Beast Busters	NGP, 		
Nov	23/11/1999		SWAT 3: Close Quarters Battle	Win, 		
Nov	24/11/1999		Donkey Kong 64	N64, 		
Nov	24/11/1999		Ultima IX: Ascension	Win, 		
Nov	26/11/1999		Garou: Mark of the Wolves	DC (2001); PS2 (2005), Xbox (2009), Arc		
Nov	30/11/1999		South Park Rally	Win, PS1, N64 (2000), DC (2000), 		
Dec	02/12/1999		The Legend of Dragoon (Japan)	PS1, 		
Dec	02/12/1999		Quake III Arena	Win, DC, PS2 (2000), 		
Dec	11/12/1999		Gran Turismo 2	PS1, 		
Dec	12/12/1999		Planescape: Torment	Win, 		
Dec	17/12/1999		Mario Party 2 (Japan)	N64, 		
Dec	20/12/1999		Sonic the Hedgehog Pocket Adventure	NGP, 		
Dec	22/12/1999		Harvest Moon 64	N64, 		
Dec	29/12/1999		Shenmue (Japan)	DC, 		
Dec	30/12/1999		Battlezone II: Combat Commander	Win, 		
Dec	31/12/1999		Zombie Revenge	DC, 		
Jan	24/01/2000		Crazy Taxi	Win (2002), DC, GCN (2001), PS2 (2001), Arc (1999)		
Jan	24/01/2000		Mario Party 2	N64, 		
Jan	27/01/2000		Dragon Warrior Monsters	GBC, 		
Jan	31/01/2000		Nox	Win, 		
Feb	03/02/2000		Resident Evil Code: Veronica	DC, 		
Feb	04/02/2000		The Sims	Win, 		
Feb	10/02/2000		Vagrant Story	PS1, 		
Feb	19/02/2000		SNK Gals' Fighters	NGP, 		
Feb	29/02/2000		BattleSphere	Jaguar, 		
Feb	29/02/2000		Dead or Alive 2	DC, Arc (1999)		
Feb	29/02/2000		Need for Speed: Porsche Unleashed	Win, PS1, GBA (2004), 		
Feb	29/02/2000		Rayman 2: The Great Escape	DC, 		
Feb	29/02/2000		Sword of the Berserk: Guts' Rage	DC, 		
Feb	29/02/2000		Pokémon Stadium[10]	N64, 		
Mar	04/03/2000		Kessen	PS2, 		
Mar	21/03/2000		Thief II: The Metal Age	Win, 		
Mar	21/03/2000		Wario Land 3	GBC, 		
Mar	24/03/2000		Kirby 64: The Crystal Shards	N64, 		
Mar	27/03/2000		Soldier of Fortune	Win, 		
Mar	31/03/2000		Tech Romancer	DC, 		
Mar	31/03/2000		MDK2	Win, 		
Apr	04/04/2000		Star Wars Episode I: Racer	DC, 		
Apr	27/04/2000		The Legend of Zelda: Majora's Mask	N64, 		
Apr	28/04/2000		Gundam Side Story 0079: Rise from the Ashes	DC, 		
Apr	30/04/2000		Excitebike 64	N64, 		
Apr	30/04/2000		The Misadventures of Tron Bonne	PS1, 		
Apr	30/04/2000		Wild Arms 2	PS1, 		
May	04/05/2000		4 Wheel Thunder	DC, 		
May	05/05/2000		Metal Gear: Ghost Babel	GBC, 		
May	09/05/2000		Tom Clancy's Rainbow Six	DC, 		
May	14/05/2000		Bomberman Max	GBC, 		
May	22/05/2000		Metal Slug 2nd Mission	NGP, 		
May	22/05/2000		Perfect Dark	N64, 		
May	24/05/2000		Daikatana	Win, 		
May	28/05/2000		Bomberman 64: The Second Attack	N64, 		
Jun	01/06/2000		Ground Control	Win, 		
Jun	04/06/2000		Space Channel 5	DC, 		
Jun	07/06/2000		Dracula: Resurrection	Win, 		
Jun	12/06/2000		Tomb Raider	GBC, 		
Jun	13/06/2000		Shogun: Total War	Win, 		
Jun	22/06/2000		Draconus: Cult of the Wyrm	DC, 		
Jun	22/06/2000		Omikron: The Nomad Soul	DC, 		
Jun	26/06/2000		Deus Ex	Win, 		
Jun	28/06/2000		Xtreme Sports	GBC, 		
Jun	29/06/2000		Diablo II	Win, 		
Jun	29/06/2000		Icewind Dale	Win, 		
Jun	29/06/2000		Jet Set Radio	DC, 		
Jun	29/06/2000		Marvel vs Capcom 2	DC, 		
Jun	30/06/2000		Homeworld: Cataclysm	Win, 		
Jun	30/06/2000		Mortal Kombat: Special Forces	PS1, 		
Jul	18/07/2000		Threads of Fate	PS1, 		
Jul	29/07/2000		Strider 2	PS1, 		
Jul	31/07/2000		Spirit of Speed 1937	Win, DC, 		
Aug	03/08/2000		Shin Sangoku Musou (Japan)	PS2, 		
Aug	15/08/2000		Chrono Cross	PS1, 		
Aug	24/08/2000		Age of Empires II: The Conquerors	Win, 		
Aug	26/08/2000		Dragon Quest VII (Japan)	PS1, 		
Aug	28/08/2000		Mario Tennis	N64, 		
Aug	30/08/2000		Spider-Man	Win, PS1, GBC, N64, DC (2001), 		
Aug	30/08/2000		WWF Royal Rumble	DC, 		
Sep	12/09/2000		Parasite Eve II	PS1, 		
Sep	13/09/2000		Lego Stunt Rally	Win, 		
Sep	15/09/2000		Star Trek: Voyager - Elite Force	Win, PS2 (2001), 		
Sep	19/09/2000		Tony Hawk's Pro Skater 2	PS1, 		
Sep	24/09/2000		Baldur's Gate II: Shadows of Amn	Win, 		
Sep	24/09/2000		The Little Mermaid 2: Pinball Frenzy	GBC, 		
Sep	25/09/2000		Buffy the Vampire Slayer	GBC, 		
Sep	25/09/2000		Vampire Hunter D	PS1, 		
Sep	26/09/2000		Destruction Derby Raw	PS1, 		
Sep	27/09/2000		Dragon Warrior I & II	GBC, 		
Oct	01/10/2000		Zeus: Master of Olympus	Win, 		
Oct	05/10/2000		Skies of Arcadia	DC, 		
Oct	19/10/2000		Donald Duck: Goin' Quackers	Win, PS1, N64, PS2, DC, GBC, 		
Oct	22/10/2000		Quake III Arena	DC, 		
Oct	23/10/2000		Command & Conquer: Red Alert 2	Win, 		
Oct	23/10/2000		TimeSplitters	PS2, 		
Oct	24/10/2000		Mega Man Legends 2	Win, PS1, 		
Oct	25/10/2000		Midnight Club: Street Racing	PS2, GBA (2001), 		
Oct	25/10/2000		Spyro: Year of the Dragon	PS1, 		
Oct	26/10/2000		FantaVision	PS2, 		
Oct	26/10/2000		Madden NFL 2001	PS2, 		
Oct	26/10/2000		SSX	PS2, 		
Oct	26/10/2000		Tekken Tag Tournament	PS2, 		
Oct	27/10/2000		Bust-a-Move Millennium	GBC, 		
Oct	31/10/2000		The Grinch	DC, 		
Nov	06/11/2000		Capcom vs. SNK: Millennium Fight 2000	PS1 (2002), DC, 		
Nov	06/11/2000		Crash Bash	PS1, 		
Nov	06/11/2000		Incredible Crisis	PS1, 		
Nov	06/11/2000		The World Is Not Enough	Win, PS1, N64, GBC, 		
Nov	06/11/2000		Shenmue	DC, 		
Nov	08/11/2000		Escape from Monkey Island	Win, PS2 (2001), 		
Nov	09/11/2000		The Operative: No One Lives Forever	Win, PS2 (2002), 		
Nov	09/11/2000		Counter-Strike (video game)	Win, Xbox, Retail and Steam (2003), Linux, Mac OS X (2013), 		
Nov	10/11/2000		Timeline	Win, 		
Nov	13/11/2000		Final Fantasy IX	Win (2016), PS1, 		
Nov	13/11/2000		Madden NFL 2001	GBC, 		
Nov	13/11/2000		The Emperor's New Groove	Win, PS1, GBC, 		
Nov	14/11/2000		Dexter's Laboratory: Robot Rampage	GBC, 		
Nov	14/11/2000		The Powerpuff Girls: Bad Mojo Jojo	GBC, 		
Nov	16/11/2000		Blues Brothers 2000	N64, 		
Nov	17/11/2000		Tomb Raider Chronicles	Win, PS1, DC, 		
Nov	17/11/2000		Sacrifice	Win, 		
Nov	19/11/2000		Hitman: Codename 47	Win, 		
Nov	20/11/2000		007 Racing	PS1, 		
Nov	20/11/2000		Banjo-Tooie	N64, 		
Nov	20/11/2000		Batman Beyond: Return of the Joker	PS1, GBC, 		
Nov	20/11/2000		Dave Mirra Freestyle BMX	DC, 		
Nov	22/11/2000		Harvest Moon: Back to Nature	PS1, 		
Nov	23/11/2000		MechWarrior 4: Vengeance	Win, Arc		
Nov	23/11/2000		Star Trek: Deep Space Nine: The Fallen	Win, 		
Nov	27/11/2000		Xtreme Sports	DC, 		
Nov	30/11/2000		Scooby-Doo! Classic Creep Capers	Win, N64, 		
Dec	01/12/2000		Disney's Aladdin in Nasira's Revenge	Win, PS1, 		
Dec	04/12/2000		Evil Dead: Hail to the King	PS1, 		
Dec	04/12/2000		Pokémon Puzzle Challenge	GBC, 		
Dec	05/12/2000		American McGee's Alice	Win, 		
Dec	06/12/2000		Grandia II	DC, 		
Dec	07/12/2000		Giants: Citizen Kabuto	Win, 		
Dec	07/12/2000		Mario Party 3 (Japan)	N64, 		
Dec	10/12/2000		Monster Rancher Hop-A-Bout	PS1, 		
Dec	13/12/2000		Batman Beyond: Return of the Joker	N64, 		
Dec	14/12/2000		Dark Cloud (Japan)	PS2, 		
Dec	14/12/2000		Pokémon Crystal (Japan)	GBC, 		
Dec	21/12/2000		Phantasy Star Online (Japan)	DC, 		
Dec	30/12/2000		ECW Anarchy Rulz	DC, 		
2001	01/01/2001			, , , 		
Jan	04/01/2001		RuneScape	Win, 		
Jan	10/01/2001		Mega Man 64	N64, 		
Jan	16/01/2001		Mario Tennis	GBC		
Jan	29/01/2001		Oni	Win, PS2, 		
Jan	29/01/2001		Phantasy Star Online	DC, 		
Jan	30/01/2001		Rayman 2: The Great Escape	PS2, 		
Jan	31/01/2001		Mega Man X5	Win (2002), PS1, 		
Feb	05/02/2001		Paper Mario	N64, 		
Feb	06/02/2001		Action Man: Search for Base X	GBC		
Feb	06/02/2001		Metal Walker	GBC		
Feb	07/02/2001		Clive Barker's Undying	Win, 		
Feb	16/02/2001		Final Fantasy IX	PS1 (EU), 		
Feb	20/02/2001		Scooby-Doo! Classic Creep Capers	GBC		
Feb	27/02/2001		The Legend of Zelda: Oracle of Seasons and Oracle of Ages	GBC		
Mar	01/03/2001		Lego Island 2 The Brickster's Revenge	Win'98, PS1, GBC, GBA		
Mar	05/03/2001		Conker's Bad Fur Day	N64, 		
Mar	06/03/2001		The Bouncer	PS2, 		
Mar	09/03/2001		Sonic Shuffle	DC, 		
Mar	12/03/2001		Star Wars: Episode I: Battle for Naboo	Win (US), 		
Mar	13/03/2001		Onimusha: Warlords	PS2, 		
Mar	13/03/2001		Unreal Tournament	DC, 		
Mar	14/03/2001		Aidyn Chronicles: The First Mage	N64, 		
Mar	15/03/2001		SpongeBob SquarePants: Legend of the Lost Spatula	GBC		
Mar	21/03/2001		Daytona USA	DC, 		
Mar	21/03/2001		Tribes 2	Win, 		
Mar	21/03/2001		Serious Sam: The First Encounter	Win, 		
Mar	22/03/2001		Klonoa 2: Lunatea's Veil	PS2, 		
Mar	23/03/2001		Star Wars: Episode I: Battle for Naboo	Windows (EU), 		
Mar	23/03/2001		Hostile Waters: Antaeus Rising	Win, 		
Mar	25/03/2001		Black & White	Win, 		
Mar	26/03/2001		The Simpsons: Night of the Living Treehouse of Horror	GBC		
Mar	26/03/2001		Zone of the Enders	PS2, 		
Mar	27/03/2001		Rocket Power: Gettin' Air	GBC		
Mar	27/03/2001		Strikers 1945 II	PS1, 		
Mar	28/03/2001		Pokémon Stadium 2	N64, 		
Mar	30/03/2001		Indiana Jones and the Infernal Machine	GBC		
Mar	30/03/2001		Star Wars: Episode I: Battle for Naboo	N64 (EU), 		
Apr	06/04/2001		Snoopy Tennis	GBC		
Apr	08/04/2001		Dr. Mario 64	N64, 		
Apr	11/04/2001		Kirby Tilt 'n' Tumble	GBC		
Apr	12/04/2001		The Simpsons Wrestling	PS1, 		
Apr	16/04/2001		Batman: Chaos in Gotham	GBC		
Apr	23/04/2001		Silpheed: The Lost Planet	PS2, 		
Apr	30/04/2001		The Adventures of Cookie & Cream	PS2, 		
Apr	30/04/2001		Mars Matrix: Hyper Solid Shooting	DC, 		
May	07/05/2001		Mario Party 3	N64, 		
May	08/05/2001		Myst III: Exile	Win, PS2, 		
May	14/05/2001		Crazy Taxi	PS2, 		
May	16/05/2001		Giga Wing 2	DC, 		
May	16/05/2001		Project Justice	DC, 		
May	18/05/2001		Atlantis The Lost Empire: Trial by Fire	Win, 		
May	21/05/2001		Cool Boarders	PS2, 		
May	22/05/2001		Red Faction	PS2, 		
May	28/05/2001		Crazy Taxi 2	DC, 		
May	29/05/2001		Shrek: Fairy Tale Freakdown	GBC		
May	30/05/2001		Bejeweled	Win, 		
May	30/05/2001		Spider-Man 2: The Sinister Six	GBC		
Jun	08/06/2001		Castlevania: Circle of the Moon	GBA		
Jun	10/06/2001		Super Mario Advance	GBA		
Jun	11/06/2001		ChuChu Rocket!	GBA		
Jun	11/06/2001		Earthworm Jim	GBA		
Jun	11/06/2001		F-Zero: Maximum Velocity	GBA		
Jun	11/06/2001		Konami Krazy Racers	GBA		
Jun	11/06/2001		Rayman Advance	GBA		
Jun	11/06/2001		Super Mario Advance	GBA		
Jun	14/06/2001		Atlantis: The Lost Empire	PS1, 		
Jun	18/06/2001		Twisted Metal: Black	PS2, 		
Jun	19/06/2001		Sonic Adventure 2	DC, 		
Jun	20/06/2001		Time Crisis: Project Titan	PS1, 		
Jun	21/06/2001		Baldur's Gate II: Throne of Bhaal	Win, 		
Jun	22/06/2001		Operation Flashpoint: Cold War Crisis	Win, 		
Jun	27/06/2001		Anachronox	Win, 		
Jun	29/06/2001		Bomberman Tournament	GBA		
Jun	29/06/2001		Final Fantasy Chronicles	PS1, 		
Jul	01/07/2001		Tomb Raider: Curse of the Sword	GBC		
Jul	08/07/2001		Dark Angel: Vampire Apocalypse	PS2, 		
Jul	10/07/2001		Gran Turismo 3: A-Spec	PS2, 		
Jul	14/07/2001		Mega Man Legends	Win, 		
Jul	16/07/2001		Jurassic Park III: The DNA Factor	GBA		
Jul	17/07/2001		City Crisis	PS2, 		
Jul	19/07/2001		Final Fantasy X	PS2 (JAP), 		
Jul	23/07/2001		Extermination	PS2, 		
Jul	23/07/2001		Max Payne	Win, 		
Jul	28/07/2001		Rune: Viking Warlord	PS2, 		
Jul	29/07/2001		Pokémon Crystal (North America)	GBC		
Jul	30/07/2001		Tweety and the Magic Gems	GBA		
Aug	01/08/2001		Golden Sun	GBA		
Aug	07/08/2001		WWF Betrayal	GBA		
Aug	08/08/2001		Shogun: Total War: Mongol Invasion	Win, 		
Aug	19/08/2001		Madden NFL 2002	PS1, PS2, 		
Aug	20/08/2001		Armored Core 2: Another Age	PS2, 		
Aug	21/08/2001		Arcanum: Of Steamworks and Magick Obscura	Win, 		
Aug	27/08/2001		Mario Kart: Super Circuit	GBA		
Aug	27/08/2001		Dave Mirra Freestyle BMX 2	PS2, 		
Aug	28/08/2001		ESPN Final Round Golf 2002	GBA		
Aug	29/08/2001		Alchemy	Win, 		
Sep	10/09/2001		Advance Wars	GBA		
Sep	10/09/2001		Jurassic Park III: Park Builder	GBA		
Sep	10/09/2001		Portal Runner	PS2, 		
Sep	11/09/2001		The World Is Not Enough	GBC		
Sep	13/09/2001		Heavy Metal: Geomatrix	DC, 		
Sep	13/09/2001		Ooga Booga	DC, 		
Sep	15/09/2001		Power Rangers Time Force	GBA		
Sep	15/09/2001		Klonoa: Empire of Dreams	GBA		
Sep	17/09/2001		Arctic Thunder	PS2, 		
Sep	21/09/2001		SpongeBob SquarePants: SuperSponge	PS1, 		
Sep	24/09/2001		Monster Rancher 3	PS2, 		
Sep	24/09/2001		Phantasy Star Online Version 2	DC, 		
Sep	24/09/2001		Silent Hill 2	PS2, 		
Sep	24/09/2001		SpyHunter	PS2, 		
Sep	24/09/2001		SpongeBob SquarePants: Operation Krabby Patty	Win, 		
Sep	25/09/2001		X-Men: Reign of Apocalypse	GBA		
Sep	26/09/2001		Bass Strike	PS2, 		
Sep	26/09/2001		Dexter's Laboratory: Deesaster Strikes!	GBA		
Sep	26/09/2001		Final Fight One	GBA		
Sep	26/09/2001		Kessen II	PS2, 		
Sep	30/09/2001		Ico	PS2, 		
Oct	01/10/2001		NASCAR Thunder 2002	PS1, PS2, Xbox, 		
Oct	01/10/2001		Scooby-Doo and the Cyber Chase	GBA		
Oct	01/10/2001		Time Crisis II	PS2, 		
Oct	01/10/2001		Yanya Caballista: City Skater	PS2, 		
Oct	02/10/2001		Lego Island 2: The Brickster's Revenge	GBA		
Oct	03/10/2001		Lego Bionicle	GBA		
Oct	04/10/2001		Scooby-Doo and the Cyber Chase	PS1, 		
Oct	05/10/2001		The Wild Thornberrys: Chimp Chase	GBA		
Oct	08/10/2001		Castlevania Chronicles	PS1, 		
Oct	10/10/2001		Dark Age of Camelot	Win, 		
Oct	12/10/2001		Phoenix Wright Ace Attorney	GBA		
Oct	15/10/2001		Lady Sia	GBA		
Oct	17/10/2001		Devil May Cry	PS2, 		
